,Municipality,Total,BE,CDS-PP,PAN,PCP-PEV,PPD/PSD,PS,Others,Winning_Party,Winning_Party_Fraction_Votes,Total_Number_People_x,Total_0-14,Total_15-65,Total_65>,Fraction_0-14,Fraction_15-65,Fraction_65>,Total_Number_People_y,Without_Education,Basic_First_Cycle,Basic_Second_Cycle,Basic_Third_Cycle,Secondary,Superior,Fraction_Without_Education,Fraction_Basic_First_Cycle,Fraction_Basic_Second_Cycle,Fraction_Basic_Third_Cycle,Fraction_Secondary,Fraction_Superior,Total_Average_income,Unemployment_%Rate,Unemployment_Rate,Coordinates,x,y
187,Almada,85398,5879,10950,1467.0,15116.0,24433.0,24833.0,2720.0,PS,0.29079135342748075,173906,26690,112348,34868,0.15347371568548526,0.646027164100146,0.2004991202143687,148447,11069,35248.0,16036.0,31068.0,29769.0,25257.0,0.07456533308184066,0.23744501404541687,0.10802508639447075,0.2092868161700809,0.20053621831360688,0.17014153199458393,881.2,7.3,0.073,"(38.6765238, -9.165104699999999)",38.6765238,-9.165104699999999
188,Amadora,84982,5268,10779,1220.0,9912.0,26301.0,27955.0,3547.0,PS,0.32895201336753666,175440,25950,115063,34427,0.1479138166894665,0.6558538531691747,0.19623233014135888,149233,11752,37290.0,16934.0,30929.0,30067.0,22261.0,0.07874933828308753,0.2498777080136431,0.11347356147768925,0.20725308745384735,0.20147688513934586,0.14916941963238695,1087.4,8.8,0.08800000000000001,"(38.7577603, -9.224547399999999)",38.757760299999994,-9.2245474
189,Barreiro,42343,3217,4156,643.0,11696.0,8299.0,12725.0,1607.0,PS,0.3005219280636705,78744,11252,50440,17052,0.14289342680077213,0.6405567408310474,0.21654983236818043,67543,5249,18670.0,7477.0,14327.0,13179.0,8641.0,0.07771345661282442,0.276416505041233,0.1106998504656293,0.21211672564144324,0.19512014568497105,0.127933316553899,847.1,8.6,0.086,"(38.6608149, -9.0790724)",38.6608149,-9.0790724
190,Cascais,98082,5134,17883,1624.0,6617.0,40623.0,22768.0,3433.0,PPD/PSD,0.41417385452988315,207187,34774,136458,35955,0.16783871574954026,0.6586224039153036,0.17353888033515616,173824,9767,30426.0,15484.0,34083.0,39880.0,44184.0,0.05618901877761414,0.17503912002945507,0.08907860824742268,0.19607764175257733,0.22942746686303386,0.2541881443298969,993.4,6.6,0.066,"(38.6967571, -9.4207438)",38.6967571,-9.4207438
191,Lisboa,309564,17926,47495,4899.0,26543.0,116124.0,85270.0,11307.0,PPD/PSD,0.3751211381168353,542917,71277,328536,143105,0.13128526091465179,0.6051311710629802,0.2635854099245373,477239,32413,96850.0,38897.0,74655.0,86011.0,148413.0,0.06791775190208679,0.2029381504864439,0.08150423582314102,0.1564310544611819,0.1802262597985496,0.3109825475285968,1286.8,7.1,0.071,"(38.7222524, -9.1393366)",38.722252399999995,-9.1393366
192,Loures,101625,5589,11993,1388.0,14784.0,30343.0,32995.0,4533.0,PS,0.3246740467404674,206025,32216,137655,36155,0.15636937264895037,0.6681470695303968,0.1754884116005339,172998,13596,43559.0,20600.0,35867.0,33119.0,26257.0,0.07859050393646169,0.25178903802356095,0.11907652111585106,0.20732609625544804,0.19144151955513936,0.1517763211135389,933.2,6.6,0.066,"(38.831549, -9.1741095)",38.831549,-9.1741095
193,Mafra,33835,1978,4878,536.0,2165.0,14163.0,8517.0,1598.0,PPD/PSD,0.4185902172306783,77452,15059,50924,11470,0.1944300986417394,0.6574910912565202,0.14809172132417497,62320,4889,14391.0,7953.0,12556.0,12607.0,9924.0,0.07844993581514763,0.23092105263157894,0.1276155327342747,0.20147625160462132,0.20229460847240052,0.1592426187419769,739.6,4.9,0.049,"(38.9443106, -9.3320856)",38.9443106,-9.3320856
194,Moita,32086,2809,3154,464.0,9235.0,6213.0,8834.0,1377.0,PCP-PEV,0.28782023312348065,66091,10649,44459,10983,0.1611263258234858,0.6726937101874688,0.16617996398904541,55480,5139,14878.0,7257.0,12827.0,10528.0,4851.0,0.09262797404470079,0.268168709444845,0.13080389329488104,0.23120043258832013,0.18976207642393655,0.08743691420331651,808.7,9.2,0.092,"(38.6529133, -8.9900856)",38.652913299999994,-8.9900856
195,Montijo,21084,1527,2968,311.0,3075.0,6669.0,5614.0,920.0,PPD/PSD,0.31630620375640295,51777,8833,34422,8523,0.1705969832164861,0.6648125615620836,0.16460976881626976,42716,4124,9825.0,5005.0,8654.0,8757.0,6351.0,0.09654462028279802,0.23000749133814027,0.11716921060024346,0.20259387583107033,0.20500515029497143,0.14867965165277647,799.1,7.7,0.077,"(38.7054501, -8.976149399999999)",38.7054501,-8.9761494
196,Odivelas,71614,4280,9370,984.0,6963.0,23768.0,23301.0,2948.0,PPD/PSD,0.3318904124891781,145707,22039,99062,24607,0.15125560199578605,0.679871248464384,0.1688800126280824,122637,8274,30273.0,14102.0,25506.0,25058.0,19424.0,0.06746740380146285,0.2468504611169549,0.11498976654680072,0.2079796472516451,0.20432658985461158,0.15838613142852484,776.3,6,0.06,"(38.795369, -9.185179999999999)",38.795369,-9.18518
197,Oeiras,91916,5515,14868,1512.0,7330.0,36481.0,23241.0,2969.0,PPD/PSD,0.3968949910788111,172478,26963,111655,33860,0.156327183756769,0.6473579239091363,0.19631489233409477,145561,7196,23443.0,11384.0,26408.0,32440.0,44690.0,0.049436318794182504,0.1610527545152891,0.0782077616944099,0.18142222161155805,0.22286189295209569,0.30701905043246475,1436.7,5.6,0.055999999999999994,"(38.6919934, -9.3118418)",38.6919934,-9.3118418
198,Palmela,27202,2134,3696,391.0,5345.0,7285.0,7192.0,1159.0,PPD/PSD,0.2678111903536505,63144,10939,41456,10750,0.17323894590143166,0.6565311035094388,0.17024578740656277,52151,5271,12467.0,6087.0,11256.0,10031.0,7039.0,0.10107188740388487,0.23905581868037046,0.11671875898832237,0.21583478744415255,0.1923453049797703,0.13497344250349946,1014.8,6.5,0.065,"(38.569441, -8.9016937)",38.569441,-8.9016937
199,Seixal,76148,4974,9827,1149.0,14978.0,19749.0,22802.0,2669.0,PS,0.29944318957818983,159261,25855,109677,23730,0.16234357438418695,0.6886620076478234,0.14900069696912616,132522,8558,30804.0,15780.0,30994.0,28334.0,18052.0,0.06457795686753898,0.23244442432199935,0.11907456875084892,0.23387814853382835,0.21380600956822263,0.13621889195756176,980.5,6.6,0.066,"(38.6410676, -9.0975)",38.64106760000001,-9.0975
200,Sesimbra,21750,1651,2975,412.0,3699.0,6194.0,5887.0,932.0,PPD/PSD,0.2847816091954023,49738,9048,32993,7697,0.18191322530057502,0.663335880011259,0.154750894688166,40885,3167,9470.0,5153.0,9370.0,8572.0,5153.0,0.07746117157881864,0.23162529044881985,0.1260364436835025,0.2291794056499939,0.2096612449553626,0.1260364436835025,788.4,6,0.06,"(38.4444674, -9.1020079)",38.4444674,-9.1020079
201,Setúbal,56258,4448,8826,886.0,9341.0,16210.0,14600.0,1947.0,PPD/PSD,0.28813679832201644,121061,20154,79354,21553,0.1664780565169625,0.6554877293265379,0.17803421415649962,101628,8977,22976.0,11561.0,22508.0,20350.0,15256.0,0.08833195576022355,0.22607942692958632,0.11375801944346046,0.22147439681977407,0.20024009131341755,0.150116109733538,961.6,7.9,0.079,"(38.5254047, -8.8941)",38.5254047,-8.8941
202,Sintra,167537,10971,24675,2716.0,16344.0,55614.0,49928.0,7289.0,PPD/PSD,0.3319505542059366,378733,66866,259848,52020,0.17655181882751173,0.6860981218959002,0.1373526996591266,311202,18351,64044.0,39362.0,76335.0,70910.0,42200.0,0.05896813002487131,0.2057955925733125,0.1264837629578216,0.24529084003316173,0.22785843278642168,0.13560324162441115,985.4,7.1,0.071,"(38.8029127, -9.3816495)",38.8029127,-9.3816495
203,Vila Franca de Xira,64091,4529,7604,889.0,11255.0,16543.0,20321.0,2950.0,PS,0.3170647984896475,137509,23347,95480,18682,0.1697852504199725,0.6943545513384578,0.13586019824156964,113372,7469,25084.0,13649.0,26041.0,25634.0,15495.0,0.06588046431217584,0.22125392513142575,0.12039127826976678,0.22969516282680028,0.2261052111632502,0.13667395829658116,954.2,6.9,0.069,"(38.9549771, -8.9889589)",38.9549771,-8.9889589
204,Alcácer do Sal,6525,442,504,47.0,1949.0,1202.0,2078.0,303.0,PS,0.3184674329501916,13002,1638,8005,3359,0.12598061836640517,0.6156745116135979,0.2583448700199969,11361,2142,3661.0,1489.0,1853.0,1451.0,765.0,0.18853974121996303,0.32224276032039434,0.13106240647830297,0.16310183962679342,0.12771763049027374,0.06733562186427251,729.8,5.1,0.051,"(38.3725007, -8.5110083)",38.3725007,-8.511008300000002
205,Grândola,7392,458,529,64.0,2122.0,1692.0,2218.0,309.0,PS,0.3000541125541126,14896,1906,9242,3748,0.12795381310418905,0.6204350161117078,0.2516111707841031,12989,2404,3733.0,1790.0,2175.0,1944.0,943.0,0.1850796828085303,0.28739702825467706,0.1378089152359689,0.16744938024482253,0.14966510123951035,0.07259989221649088,731.1,3.7,0.037000000000000005,"(38.1762557, -8.5662971)",38.176255700000006,-8.5662971
206,Odemira,12092,898,1042,144.0,2513.0,3205.0,3476.0,814.0,PS,0.2874627853126034,26067,3204,15921,6943,0.12291402923236276,0.6107722407641846,0.26635209268423676,22904,5247,6074.0,2520.0,4176.0,3277.0,1610.0,0.22908662242403074,0.26519385260216555,0.1100244498777506,0.18232623122598673,0.14307544533705902,0.07029339853300734,696.0,7.8,0.078,"(37.5972313, -8.6366851)",37.5972313,-8.6366851
207,Santiago do Cacém,14580,1004,1375,169.0,3466.0,4055.0,3865.0,646.0,PPD/PSD,0.2781207133058985,29811,3685,19115,7011,0.12361208949716547,0.64120626614337,0.23518164435946462,26088,3881,6630.0,2790.0,5106.0,4904.0,2777.0,0.14876571603802516,0.25413983440662374,0.10694572217111316,0.19572217111315549,0.18797914750076664,0.10644740877031586,734.9,5.1,0.051,"(37.9650235, -8.528161299999999)",37.9650235,-8.5281613
208,Sines,6154,546,559,87.0,1278.0,1648.0,1740.0,296.0,PS,0.2827429314267143,14220,2016,9832,2373,0.14177215189873418,0.6914205344585092,0.1668776371308017,12170,1278,3142.0,1500.0,2622.0,2371.0,1257.0,0.10501232539030403,0.2581758422350041,0.12325390304026294,0.21544782251437963,0.19482333607230895,0.10328677074774034,1221.2,6.2,0.062,"(37.9571555, -8.860890699999999)",37.9571555,-8.860890699999999
209,Aljustrel,5190,279,247,30.0,2019.0,718.0,1683.0,214.0,PCP-PEV,0.3890173410404624,9212,1063,5893,2257,0.11539296569691707,0.6397090751194094,0.24500651324359532,8194,1329,2566.0,952.0,1638.0,1055.0,654.0,0.16219184769343423,0.3131559677813034,0.11618257261410789,0.19990236758603858,0.12875274591164265,0.07981449841347327,783.3,5.5,0.055,"(37.8760582, -8.1649833)",37.8760582,-8.1649833
210,Almodôvar,3708,195,239,23.0,375.0,1445.0,1254.0,177.0,PPD/PSD,0.38969795037756205,7423,903,4407,2113,0.12164892900444564,0.5936952714535902,0.2846557995419642,6566,1602,1788.0,593.0,1411.0,787.0,385.0,0.24398416082851052,0.2723119098385623,0.09031373743527261,0.21489491318915627,0.11985988425220835,0.05863539445628998,636.6,9.7,0.09699999999999999,"(37.4891809, -8.090174)",37.4891809,-8.090174000000001
211,Alvito,1136,31,109,11.0,264.0,328.0,343.0,50.0,PS,0.3019366197183099,2522,295,1643,585,0.11697065820777161,0.6514670896114195,0.23195876288659795,2179,399,601.0,258.0,421.0,330.0,170.0,0.18311151904543368,0.2758145938503901,0.11840293712712253,0.1932078935291418,0.15144561725562183,0.07801743919229004,721.8,4.5,0.045,"(38.2316311, -8.024700500000002)",38.2316311,-8.0247005
212,Barrancos,709,21,113,3.0,157.0,162.0,211.0,42.0,PS,0.29760225669957685,1822,244,1156,423,0.13391877058177826,0.6344676180021954,0.23216245883644346,1588,241,437.0,242.0,288.0,286.0,94.0,0.1517632241813602,0.2751889168765743,0.15239294710327456,0.181360201511335,0.1801007556675063,0.05919395465994962,618.7,12.2,0.122,"(38.1328809, -6.977312599999999)",38.1328809,-6.9773125999999985
213,Beja,16742,988,1481,122.0,4204.0,4613.0,4776.0,558.0,PS,0.28527057699199615,35760,5408,23000,7352,0.1512304250559284,0.6431767337807607,0.20559284116331097,30480,3598,7010.0,3316.0,6309.0,5347.0,4900.0,0.11804461942257218,0.22998687664041995,0.10879265091863517,0.20698818897637794,0.1754265091863517,0.16076115485564305,796.7,6.6,0.066,"(38.0153039, -7.8627308)",38.0153039,-7.8627308000000005
214,Castro Verde,3440,301,218,20.0,1008.0,672.0,1070.0,151.0,PS,0.311046511627907,7292,975,4610,1707,0.13370817334064727,0.6321996708721886,0.23409215578716402,6320,926,1904.0,729.0,1200.0,934.0,627.0,0.14651898734177216,0.3012658227848101,0.11534810126582279,0.189873417721519,0.1477848101265823,0.09920886075949367,916.3,6.9,0.069,"(37.6991315, -8.085826299999999)",37.6991315,-8.085826299999999
215,Cuba,2340,79,143,15.0,791.0,491.0,736.0,85.0,PCP-PEV,0.33803418803418805,4891,692,3021,1179,0.14148435902678388,0.6176650991617256,0.24105499897771418,4241,647,1254.0,487.0,805.0,669.0,379.0,0.1525583588776232,0.29568497995755716,0.11483140768686631,0.18981372317849562,0.15774581466635226,0.0893657156331054,674.2,7.2,0.07200000000000001,"(38.156574, -7.8939317)",38.156574,-7.8939316999999996
216,Ferreira do Alentejo,4275,209,312,28.0,1118.0,897.0,1549.0,162.0,PS,0.3623391812865497,8267,1006,5168,2093,0.12168864158703278,0.6251360832224507,0.2531752751905165,7243,1407,2231.0,899.0,1289.0,895.0,522.0,0.19425652353996964,0.3080215380367251,0.12411983984536794,0.1779649316581527,0.12356758249344195,0.07206958442634268,772.4,8.8,0.08800000000000001,"(38.05938, -8.1140689)",38.05938,-8.1140689
217,Mértola,3773,153,198,24.0,1217.0,675.0,1289.0,217.0,PS,0.34163795388285184,7226,685,4061,2481,0.09479656794907279,0.5619983393301965,0.3433434818710213,6609,1524,2235.0,826.0,967.0,720.0,337.0,0.23059464366772583,0.33817521561507036,0.12498108639733696,0.14631563020124072,0.10894235133908307,0.05099107277954305,664.5,6.6,0.066,"(37.6415148, -7.6606665)",37.641514799999996,-7.6606665
218,Moura,6107,214,512,29.0,1503.0,1341.0,2255.0,253.0,PS,0.36924840347142623,15091,2396,9284,3412,0.15877012789079584,0.6152011132463058,0.22609502352395466,12765,2449,3690.0,1714.0,2352.0,1651.0,909.0,0.19185272228750488,0.2890716803760282,0.13427340383862124,0.18425381903642774,0.12933803368585978,0.07121034077555817,713.9,11.7,0.11699999999999999,"(38.1314891, -7.3084571)",38.1314891,-7.3084571
219,Ourique,2837,83,192,22.0,408.0,1175.0,843.0,114.0,PPD/PSD,0.4141698977793444,5372,569,3116,1687,0.10591958302308264,0.5800446760982875,0.31403574087862995,4839,1106,1474.0,520.0,839.0,635.0,265.0,0.22855961975614797,0.30460839016325686,0.10746021905352346,0.17338293035751187,0.131225459805745,0.05476338086381484,605.8,10.5,0.105,"(37.6521402, -8.224390399999999)",37.6521402,-8.2243904
220,Serpa,7111,290,435,41.0,2744.0,1365.0,1956.0,280.0,PCP-PEV,0.38588102939108426,15623,1949,9734,3941,0.12475196825193625,0.6230557511361454,0.25225628880496703,13670,2791,3877.0,1779.0,2467.0,1737.0,1019.0,0.2041697147037308,0.28361375274323336,0.13013899049012437,0.18046817849305047,0.1270665691294806,0.0745427944403804,660.8,9.5,0.095,"(37.94434469999999, -7.597874299999999)",37.9443447,-7.5978743
221,Vidigueira,2708,149,221,21.0,690.0,624.0,867.0,136.0,PS,0.3201624815361891,5921,860,3583,1478,0.14524573551764905,0.6051342678601588,0.2496199966221922,5114,877,1518.0,628.0,918.0,766.0,407.0,0.17149002737583105,0.29683222526398123,0.1228001564333203,0.17950723504106375,0.1497849041845913,0.07958545170121235,695.4,8.1,0.081,"(38.2118842, -7.8005203)",38.2118842,-7.8005203
222,Almeirim,10448,675,1353,109.0,1170.0,3276.0,3409.0,456.0,PS,0.32628254211332314,23432,3568,14816,5048,0.15227039945373846,0.6322977125298737,0.21543188801638785,19837,2907,5841.0,2523.0,3493.0,2997.0,2076.0,0.1465443363411806,0.2944497655895549,0.12718657054998236,0.1760850935121238,0.1510813126984927,0.10465292130866563,733.9,7.4,0.07400000000000001,"(39.2075584, -8.625918799999999)",39.207558399999996,-8.6259188
223,Alpiarça,3781,179,274,32.0,1373.0,736.0,994.0,193.0,PCP-PEV,0.3631314467072203,7684,1136,4675,1873,0.1478396668401874,0.6084070796460177,0.2437532535137949,6558,1004,2168.0,687.0,1178.0,899.0,622.0,0.1530954559316865,0.33058859408356206,0.10475754803293687,0.1796279353461421,0.1370844769746874,0.09484598963098506,729.6,7.6,0.076,"(39.2591889, -8.5820055)",39.2591889,-8.5820055
224,Azambuja,10006,766,1036,111.0,1590.0,2711.0,3284.0,508.0,PS,0.3282030781531081,21964,3228,14275,4462,0.14696776543434711,0.6499271535239483,0.20315061008923693,18608,2301,5493.0,2420.0,3740.0,3085.0,1569.0,0.12365649183147033,0.2951956147893379,0.13005159071367153,0.20098882201203783,0.16578890799656062,0.08431857265692175,902.5,6.4,0.064,"(39.0688462, -8.868323499999999)",39.0688462,-8.8683235
225,Benavente,11567,732,1545,164.0,1936.0,3685.0,2940.0,565.0,PPD/PSD,0.31857871531079796,29186,5343,19212,4631,0.18306722401151238,0.6582608099773865,0.1586719660111012,23873,2341,5887.0,3439.0,5186.0,4513.0,2507.0,0.09806057051899636,0.24659657353495582,0.14405395216353203,0.2172328572026976,0.18904201399070078,0.10501403258911741,843.4,8,0.08,"(38.9817395, -8.8095549)",38.9817395,-8.8095549
226,Cartaxo,11710,811,1444,172.0,1264.0,3786.0,3619.0,614.0,PPD/PSD,0.3233134073441503,24514,3611,15854,5050,0.1473035816268255,0.6467324793995268,0.20600473198988334,20865,2083,5793.0,2692.0,4310.0,3669.0,2318.0,0.09983225497244189,0.27764198418404024,0.12901988976755333,0.2065660196501318,0.17584471603163193,0.11109513539420081,797.7,6.5,0.065,"(39.1618427, -8.7886431)",39.1618427,-8.7886431
227,Chamusca,4916,266,537,43.0,820.0,1336.0,1630.0,284.0,PS,0.3315703824247356,10106,1157,6195,2755,0.11448644369681378,0.6130021769245992,0.2726103304967346,8943,1565,3138.0,1197.0,1513.0,973.0,557.0,0.17499720451749973,0.3508889634350889,0.13384770211338476,0.16918260091691825,0.10880017891088002,0.06228335010622833,739.5,6.8,0.068,"(39.3107092, -8.352656)",39.3107092,-8.352656
228,Coruche,10004,459,1004,68.0,2161.0,2734.0,3176.0,402.0,PS,0.31747301079568174,19882,2392,11705,5785,0.12030982798511217,0.5887234684639372,0.2909667035509506,17556,3667,5921.0,1854.0,2715.0,2185.0,1214.0,0.20887445887445888,0.33726361357940304,0.10560492139439508,0.154647983595352,0.12445887445887446,0.06915014809751652,797.9,8.8,0.08800000000000001,"(38.9603055, -8.5248217)",38.9603055,-8.524821699999999
229,Golegã,2645,170,425,22.0,405.0,799.0,691.0,133.0,PPD/PSD,0.30207939508506615,5452,726,3453,1274,0.13316214233308876,0.6333455612619222,0.23367571533382245,4730,615,1424.0,605.0,910.0,724.0,452.0,0.13002114164904863,0.3010570824524313,0.12790697674418605,0.19238900634249473,0.15306553911205073,0.09556025369978859,692.3,5.7,0.057,"(39.4047966, -8.4880572)",39.404796600000005,-8.488057199999998
230,Rio Maior,10745,426,1454,110.0,447.0,5550.0,2405.0,353.0,PPD/PSD,0.5165193113075849,21211,3164,13742,4305,0.14916788458818536,0.6478713874876243,0.2029607279241903,17993,2253,5309.0,2412.0,3474.0,2942.0,1603.0,0.12521536152948368,0.29505918968487743,0.1340521313844273,0.19307508475518256,0.1635080309009059,0.08909020174512311,761.9,5.5,0.055,"(39.3393698, -8.935573699999999)",39.3393698,-8.935573699999999
231,Salvaterra de Magos,9020,796,1045,118.0,1122.0,2494.0,2997.0,448.0,PS,0.3322616407982262,22207,3299,14158,4751,0.14855676138154636,0.6375467195028595,0.2139415499617238,18900,3248,5348.0,2542.0,3522.0,2881.0,1359.0,0.17185185185185184,0.28296296296296297,0.1344973544973545,0.18634920634920635,0.15243386243386242,0.0719047619047619,741.4,10.6,0.106,"(39.0272019, -8.794182)",39.027201899999994,-8.794182000000001
232,Santarém,31212,1760,4432,326.0,2595.0,12471.0,8509.0,1119.0,PPD/PSD,0.3995578623606305,62049,8888,39236,13926,0.14324163161372463,0.6323389579203532,0.22443552676110815,53309,5821,14305.0,5809.0,10165.0,9172.0,8037.0,0.10919356956611453,0.2683411806636778,0.10896846686300625,0.19068074809131666,0.17205349940910541,0.15076253540677934,795.2,6.2,0.062,"(39.2848804, -8.704075)",39.2848804,-8.704075
233,Alter do Chão,1848,65,249,5.0,275.0,644.0,558.0,52.0,PPD/PSD,0.3484848484848485,3572,388,2068,1117,0.10862262038073908,0.5789473684210527,0.31270996640537513,3178,640,1043.0,359.0,496.0,408.0,232.0,0.2013845185651353,0.32819383259911894,0.11296412838263059,0.15607300188797987,0.12838263058527374,0.07300188797986155,692.0,7.4,0.07400000000000001,"(39.2009423, -7.6603032)",39.200942299999994,-7.6603032
234,Arronches,1592,52,147,4.0,124.0,665.0,548.0,52.0,PPD/PSD,0.417713567839196,3157,298,1863,996,0.0943934114665822,0.5901171998732975,0.3154893886601204,2833,644,891.0,321.0,441.0,343.0,193.0,0.22732086127779738,0.3145075891281327,0.11330744793505118,0.15566537239675257,0.12107306741969644,0.06812566184256971,632.9,5.9,0.059000000000000004,"(39.1218363, -7.2845731)",39.1218363,-7.2845731
235,Avis,2583,86,144,9.0,1151.0,533.0,582.0,78.0,PCP-PEV,0.4456058846302749,4577,464,2761,1353,0.10137644745466463,0.6032335590998471,0.29560847716845096,4052,847,1305.0,493.0,646.0,502.0,259.0,0.20903257650542942,0.32206317867719647,0.12166831194471865,0.1594274432379072,0.12388943731490622,0.06391905231984206,686.2,7.6,0.076,"(39.05406869999999, -7.891114)",39.0540687,-7.891114
236,Campo Maior,4087,214,258,17.0,787.0,831.0,1870.0,110.0,PS,0.45754832395400047,8449,1330,5372,1748,0.15741507870753935,0.635814889336016,0.2068883891584803,7140,1154,1926.0,850.0,1408.0,1189.0,613.0,0.161624649859944,0.26974789915966385,0.11904761904761904,0.19719887955182072,0.1665266106442577,0.08585434173669468,909.4,7.9,0.079,"(39.0134528, -7.070006299999999)",39.013452799999996,-7.070006299999999
237,Castelo de Vide,1809,91,186,12.0,140.0,712.0,585.0,83.0,PPD/PSD,0.39358761746821447,3397,378,2031,989,0.11127465410656462,0.5978804827789226,0.2911392405063291,3063,578,910.0,294.0,586.0,408.0,287.0,0.18870388507998695,0.29709435194253997,0.09598432908912831,0.19131570355860267,0.13320274240940255,0.09369898792033954,669.2,5,0.05,"(39.4142343, -7.453963499999999)",39.4142343,-7.4539634999999995
238,Crato,2046,70,199,7.0,293.0,699.0,699.0,79.0,PPD/PSD,0.3416422287390029,3700,366,2131,1203,0.09891891891891892,0.575945945945946,0.32513513513513514,3357,703,1214.0,377.0,540.0,330.0,193.0,0.20941316651772415,0.36163240988978257,0.11230265117664581,0.16085790884718498,0.09830205540661305,0.05749180816204945,640.3,8.4,0.084,"(39.28767440000001, -7.6456553)",39.2876744,-7.6456553
239,Elvas,9766,599,1319,85.0,638.0,3049.0,3747.0,329.0,PS,0.3836780667622363,23000,3454,14472,5075,0.15017391304347827,0.6292173913043478,0.22065217391304348,19507,2652,5155.0,2472.0,3978.0,3358.0,1892.0,0.1359511970062029,0.2642641103193725,0.12672374019582713,0.20392679550930434,0.1721433331624545,0.09699082380683857,696.7,9.7,0.09699999999999999,"(38.8802788, -7.1636637)",38.88027879999999,-7.1636637
240,Fronteira,1879,83,168,2.0,226.0,687.0,649.0,64.0,PPD/PSD,0.36562001064395955,3394,418,2061,916,0.12315851502651738,0.6072480848556275,0.26988803771361225,2972,590,848.0,395.0,518.0,386.0,235.0,0.19851951547779273,0.2853297442799462,0.132907133243607,0.17429340511440108,0.12987886944818305,0.07907133243606998,684.8,9.2,0.092,"(39.05599730000001, -7.647754000000001)",39.0559973,-7.647753999999999
241,Gavião,2425,129,170,11.0,290.0,660.0,1064.0,101.0,PS,0.43876288659793816,4113,355,2164,1595,0.0863116946267931,0.526136639922198,0.387794796985169,3774,814,1448.0,438.0,607.0,322.0,145.0,0.21568627450980393,0.3836777954425013,0.11605723370429252,0.16083730789613143,0.08532061473237944,0.03842077371489136,660.5,9.4,0.094,"(39.46528, -7.935946899999999)",39.46528,-7.935946899999999
242,Marvão,1847,60,160,11.0,87.0,805.0,657.0,67.0,PPD/PSD,0.4358419057931781,3506,358,2022,1126,0.10211066742726754,0.5767256132344553,0.32116371933827725,3179,667,1019.0,404.0,512.0,348.0,229.0,0.20981440704624096,0.3205410506448569,0.12708398867568418,0.16105693614344133,0.10946838628499528,0.07203523120478138,627.9,4.5,0.045,"(39.3939447, -7.376536299999999)",39.393944700000006,-7.3765363
243,Monforte,1703,53,243,4.0,261.0,468.0,612.0,62.0,PS,0.35936582501467995,3321,487,1935,900,0.14664257753688648,0.5826558265582655,0.27100271002710025,2840,678,899.0,310.0,424.0,350.0,179.0,0.23873239436619717,0.3165492957746479,0.10915492957746478,0.14929577464788732,0.12323943661971831,0.0630281690140845,724.9,9.4,0.094,"(39.053627, -7.439591099999999)",39.053627,-7.4395910999999995
244,Nisa,4049,143,387,18.0,456.0,1518.0,1378.0,149.0,PPD/PSD,0.37490738453939243,7412,738,3988,2687,0.09956826767404209,0.5380464112250405,0.3625202374527793,6745,1419,2356.0,668.0,1057.0,779.0,466.0,0.21037805782060787,0.3492957746478873,0.09903632320237213,0.15670867309117864,0.11549295774647887,0.06908821349147516,655.3,6.8,0.068,"(39.5179524, -7.648376700000001)",39.5179524,-7.648376700000001
245,Ponte de Sor,8294,439,817,53.0,1830.0,2249.0,2535.0,371.0,PS,0.3056426332288401,16665,2124,10322,4220,0.12745274527452746,0.6193819381938194,0.2532253225322532,14609,2696,4520.0,1873.0,2386.0,2045.0,1089.0,0.18454377438565267,0.3093983161065097,0.12820863851050723,0.16332397836949825,0.13998220275172837,0.07454308987610377,779.0,12.7,0.127,"(39.2576559, -8.011396099999999)",39.2576559,-8.011396099999999
246,Portalegre,12695,588,1549,85.0,882.0,5520.0,3713.0,358.0,PPD/PSD,0.4348168570303269,24789,3275,15662,5853,0.1321150510306991,0.6318124974787204,0.23611279196417767,21680,2767,5454.0,2287.0,4164.0,3452.0,3556.0,0.12762915129151292,0.25156826568265683,0.1054889298892989,0.19206642066420665,0.15922509225092252,0.1640221402214022,776.4,7.8,0.078,"(39.2967086, -7.4284755)",39.2967086,-7.4284755
247,Sousel,2622,71,251,10.0,450.0,952.0,781.0,107.0,PPD/PSD,0.36308161708619374,5057,631,2886,1541,0.12477753608859007,0.570694087403599,0.304726122206842,4432,895,1381.0,502.0,809.0,540.0,305.0,0.2019404332129964,0.3115974729241877,0.11326714801444043,0.1825361010830325,0.12184115523465704,0.06881768953068593,620.4,6,0.06,"(38.9535932, -7.6764218)",38.9535932,-7.676421799999999
248,Alandroal,3197,144,185,15.0,877.0,655.0,1187.0,134.0,PS,0.371285580231467,5828,654,3393,1782,0.1122168840082361,0.5821894303363074,0.3057652711050103,5178,1050,1841.0,702.0,788.0,539.0,258.0,0.20278099652375434,0.3555426805716493,0.13557358053302435,0.15218230977211278,0.1040942448821939,0.04982618771726535,620.6,8.8,0.08800000000000001,"(38.7021331, -7.4036488)",38.7021331,-7.4036488
